#{"t_start": 1622266079.9737096, "env_id": "BZ-Tetris2-v0"}
r,l,t
484.0,212,9595.101837
760.0,242,9606.049215
164.0,160,9615.7796
1058.0,192,9655.16624
268.0,196,9668.329763
904.0,270,9684.746772
322.0,191,9697.655688
218.0,180,9722.687068
268.0,183,9731.21846
150.0,140,9737.733397
516.0,240,9755.273671
430.0,185,9770.21805
1450.0,388,9795.689118
394.0,186,9807.608441
458.0,226,9837.057627
92.0,150,9854.352296
272.0,183,9862.744527
901.0,274,9881.840999
304.0,168,9893.030006
624.0,240,9908.388974
660.0,234,9925.045532
300.0,190,9970.040407
304.0,168,9982.910474
380.0,208,9998.262831
20.0,150,10007.074317
614.0,228,10023.860909
466.0,225,10034.051348
164.0,158,10040.769254
366.0,188,10056.399092
340.0,164,10071.005596
236.0,160,10081.783801
344.0,195,10093.749803
268.0,172,10103.676449
796.0,306,10139.802595
534.0,238,10157.791589
164.0,140,10164.007586
955.0,266,10175.966956
196.0,174,10193.525923
1104.0,280,10212.129139
610.0,195,10222.917067
